Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Years,Item_Visibility_MeanRatio,Identifier,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_Drinks,Item_Type_Combined_Food,Item_Type_Combined_Non-Consumable,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
NCM42,110.0912,1637.868,9,0.028365524,6.13,1999,OUT049,19,0.43008837486723495,1400,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDW13,51.1324,1350.2424,3,0.097866209,8.5,2004,OUT035,14,1.4838829976568444,1077,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN04,178.1344,3747.1224,5,0.01401884,12.792854228644991,1985,OUT027,33,0.21255874254689558,656,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCD07,114.4518,1593.9252,9,0.0,9.1,1997,OUT046,21,0.0,1295,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDB34,85.3198,261.6594,13,0.044539371,15.25,1998,OUT010,20,0.6753221160659275,214,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDD09,179.9976,4889.6352,6,0.0,13.5,1987,OUT013,31,0.0,283,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRH59,72.338,805.618,7,0.0,10.8,1999,OUT049,19,0.0,76,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
DRN36,95.3752,1438.128,14,0.050168354,15.2,2004,OUT035,14,0.7606708002864373,132,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
DRA24,164.6868,1146.5076,14,0.040154087,19.35,2007,OUT017,11,0.6088308476905826,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDY36,74.238,1171.808,0,0.009364957,12.792854228644991,1985,OUT027,33,0.1419948786009219,1195,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDG34,106.9254,3038.7112,13,0.037539164,11.5,1987,OUT013,31,0.5691824356438686,414,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDK43,127.302,2277.036,10,0.026992588,9.8,2007,OUT017,11,0.4092714207000311,567,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCM06,156.4656,2008.0528,9,0.076156245,7.475,2007,OUT017,11,1.1547086402507842,1390,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDK22,215.685,649.155,13,0.026192765,9.8,2009,OUT018,9,0.39714421394540045,554,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDF21,188.353,4364.319,6,0.058542509,12.792854228644991,1985,OUT027,33,0.8876427791871737,369,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO33,115.3518,1821.6288,13,0.089686322,14.75,2009,OUT018,9,1.359856580713952,713,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCO43,100.0016,708.4112,11,0.047364617,5.5,2007,OUT017,11,0.7181595218103148,1433,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDX15,159.6578,3048.6982,10,0.156269303,17.2,2004,OUT035,14,2.369411915990183,1129,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS10,181.3318,1443.4544,13,0.035185588,19.2,1997,OUT046,21,0.5334966617104653,875,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDD46,152.3998,153.7998,13,0.247321039,12.792854228644991,1985,OUT019,33,3.7499713995759794,307,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDV22,155.763,3129.26,13,0.009979271,14.85,2009,OUT018,9,0.15130933053624274,1034,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCR29,58.393,509.337,8,0.054863459,7.565,2009,OUT018,9,0.8318596871647842,1470,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDU34,123.8046,3486.1288,13,0.075620262,18.25,2007,OUT017,11,1.1465818713807128,994,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ35,104.799,1341.587,1,0.02236923,9.6,2009,OUT018,9,0.33917038788817716,1242,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA26,218.4482,4819.0604,4,0.073906461,7.855,2004,OUT035,14,1.1205965983099302,164,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDP38,52.2008,759.012,3,0.032283676,10.1,2007,OUT017,11,0.48949681823541685,760,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT22,58.022,659.142,13,0.11207602,10.395,2004,OUT035,14,1.69933731185039,934,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA50,94.941,1737.738,4,0.087668236,16.25,2007,OUT017,11,1.3292576279823782,184,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDY10,115.6176,2519.3872,13,0.049067877,17.6,1997,OUT046,21,0.7439849684114905,1174,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDC09,100.8332,1537.998,6,0.026355345,15.5,2002,OUT045,16,0.3996093109408205,241,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDT19,172.808,2250.404,6,0.145631695,7.59,2009,OUT018,9,2.2081206408071585,931,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDO34,167.2816,5704.5744,13,0.029793955,12.792854228644991,1985,OUT027,33,0.4517467643755684,714,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCV54,119.6124,2251.7356,9,0.033160417,11.1,1999,OUT049,19,0.5027902836362138,1518,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDH57,131.4284,5404.9644,6,0.035574413,12.792854228644991,1985,OUT027,33,0.5393921675490936,466,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA28,127.4362,2265.0516,5,0.047801883,16.1,1997,OUT046,21,0.7247895076806516,166,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDB05,246.0776,990.7104,5,0.083198341,5.155,1997,OUT046,21,1.2614834569014146,194,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDK45,111.586,339.558,12,0.059281315,12.792854228644991,1985,OUT019,33,0.8988448240315475,569,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRH01,173.0738,347.5476,14,0.171417316,12.792854228644991,1985,OUT019,33,2.5990915895840057,64,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDY52,62.8536,796.2968,5,0.007348286,6.365,1997,OUT046,21,0.11141738061315752,1209,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDR48,152.6024,303.6048,0,0.0,11.65,2004,OUT035,14,0.0,858,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDY15,154.463,2190.482,4,0.170795745,18.25,2004,OUT035,14,2.589667104379551,1179,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDM51,102.2674,2444.8176,10,0.025966531,11.8,1999,OUT049,19,0.39371397188818646,647,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDR43,37.619,366.19,6,0.161489509,18.2,1997,OUT046,21,2.4485625749031716,853,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDW09,81.1302,792.302,13,0.025899245,13.65,1987,OUT013,31,0.3926937571235547,1073,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDV44,191.3188,1713.7692,6,0.039906377,8.365,1999,OUT049,19,0.6050749787230866,1052,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRH37,165.2526,822.263,14,0.072864869,12.792854228644991,1985,OUT019,33,1.1048036021870764,72,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDZ47,99.8042,1488.063,0,0.079419755,20.7,1999,OUT049,19,1.204191163903898,1252,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCP43,180.366,2336.958,11,0.03050705,17.75,1997,OUT046,21,0.46255896970186344,1447,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDL26,157.3972,778.986,3,0.073490977,18.0,2009,OUT018,9,1.1142968790329888,596,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRM35,177.7344,1605.9096,7,0.070843019,9.695,2007,OUT017,11,1.0741475783207335,124,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDM39,178.3002,2328.3026,4,0.053688479,6.42,2009,OUT018,9,0.8140442137505963,641,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRD15,233.9642,3717.8272,4,0.056911107,10.6,2002,OUT045,16,0.8629068696747968,19,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCK06,122.0756,121.1756,9,0.014472516,5.03,1998,OUT010,20,0.21943754279596794,1364,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDV04,156.9288,1571.288,5,0.150319469,7.825,2002,OUT045,16,2.279198372401501,1020,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDG46,112.1518,5351.0346,13,0.032750291,12.792854228644991,1985,OUT027,33,0.49657180430084885,421,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDO19,50.2034,1166.4816,6,0.016622448,17.7,1999,OUT049,19,0.2520355924549506,702,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCN05,182.295,3661.9,8,0.014482153,8.235,1999,OUT049,19,0.21958366248931804,1405,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
DRA12,141.6154,3829.0158,14,0.0,11.6,2002,OUT045,16,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDJ02,149.1418,1177.1344,3,0.025205909,17.2,1999,OUT049,19,0.3821811449300711,507,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCK17,38.948,519.324,8,0.037971697,11.0,2002,OUT045,16,0.5757406580495766,1366,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDO58,163.6526,1151.1682,13,0.039544237,19.6,1987,OUT013,31,0.5995840805442122,730,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDB22,152.6998,3383.5956,13,0.111613921,8.02,1999,OUT049,19,1.6923307990167906,206,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDG33,172.7764,2233.0932,12,0.140524691,5.365,2002,OUT045,16,2.130686391723642,413,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDK58,101.9016,2631.2416,13,0.045073782,11.35,2002,OUT045,16,0.6834250497011805,578,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRH49,82.8592,165.1184,14,0.043168763,12.792854228644991,1985,OUT019,33,0.6545404598800579,74,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
FDT43,51.2324,571.2564,6,0.020547951,16.35,1997,OUT046,21,0.31155549435439917,951,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCR38,253.4724,6040.1376,9,0.113694957,17.25,1999,OUT049,19,1.7238842225065245,1472,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
DRI39,57.493,1358.232,4,0.097043739,13.8,2004,OUT035,14,1.471412408864723,84,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
NCZ05,104.499,1238.388,8,0.058121214,8.485,2004,OUT035,14,0.8812549514181647,1549,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDU21,32.3558,169.779,13,0.07665661,11.8,1987,OUT013,31,1.1622953560713856,983,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCP54,122.873,2832.979,9,0.035204319,15.35,1999,OUT049,19,0.5337806679339935,1450,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCX29,145.6102,2624.5836,8,0.089333332,10.0,2002,OUT045,16,1.35450441815759,1533,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDV01,153.3314,3257.7594,3,0.0,19.2,2007,OUT017,11,0.0,1017,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCS17,95.2436,1796.3284,8,0.080956792,18.6,2007,OUT017,11,1.2274962770208218,1480,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCN07,130.9284,1713.7692,11,0.03391645,18.5,1987,OUT013,31,0.5142535305099892,1407,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDB14,94.312,2982.784,3,0.102704495,20.25,2004,OUT035,14,1.5572428468485215,200,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCJ18,119.2124,1303.6364,9,0.163910938,12.35,2004,OUT035,14,2.4852771606610937,1355,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDF57,172.2448,2897.5616,6,0.058827383,14.5,1997,OUT046,21,0.8919621422175175,391,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRG01,78.367,918.804,14,0.044840933,14.8,1987,OUT013,31,0.6798945086119532,50,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDA02,143.9786,866.8716,4,0.029843736,14.0,2009,OUT018,9,0.4525015619738523,146,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRJ37,150.4024,2884.2456,14,0.061446997,10.8,2007,OUT017,11,0.9316816809096092,96,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
NCP55,53.8614,221.0456,11,0.011180713,14.65,1987,OUT013,31,0.16952603040320943,1451,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDW45,147.7418,1618.5598,13,0.038822077,12.792854228644991,1985,OUT027,33,0.5886344283962694,1103,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDK38,149.3734,296.9468,3,0.053397989,6.65,2002,OUT045,16,0.8096396988889925,564,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCZ30,121.4098,241.0196,9,0.043828293,6.59,1998,OUT010,20,0.6645404932260377,1554,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDK08,102.4016,202.4032,6,0.214139786,12.792854228644991,1985,OUT019,33,3.246865192941878,546,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
DRY23,42.9112,426.112,14,0.109075742,9.395,2004,OUT035,14,1.6538460073650607,142,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDT31,188.2872,2647.2208,6,0.012448294,19.75,1997,OUT046,21,0.1887455538043137,941,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDU52,154.463,2503.408,5,0.064030636,7.56,2009,OUT018,9,0.9708557535885983,1010,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCG19,234.8616,2812.3392,9,0.14781046,20.25,1987,OUT013,31,2.241155866881868,1327,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCR30,76.3696,372.848,9,0.071136948,20.6,2002,OUT045,16,1.078604236549094,1471,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDN23,145.4444,2612.5992,1,0.07566089,6.575,2002,OUT045,16,1.1471978878693947,667,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ01,254.1014,4845.0266,3,0.16102755,19.7,2002,OUT045,16,2.4415581848004084,775,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO22,81.096,159.792,13,0.029893094,13.5,1998,OUT010,20,0.45324994589253814,705,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRE13,85.8198,872.198,14,0.027761289,6.28,2002,OUT045,16,0.4209267443897616,29,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
FDL44,160.2894,3235.788,6,0.012272797,18.25,2004,OUT035,14,0.18608460456452264,607,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT34,106.7964,841.5712,13,0.174317307,9.3,2004,OUT035,14,2.6430623061595084,944,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
DRM23,170.6422,1379.5376,7,0.135707553,16.6,2004,OUT035,14,2.0576471961871445,123,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDF32,198.9426,3559.3668,6,0.068219025,16.35,2002,OUT045,16,1.0343616284781934,375,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCE18,251.675,4244.475,9,0.021468792,10.0,2002,OUT045,16,0.3255176199686174,1306,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDA51,113.2518,3415.554,4,0.163882129,12.792854228644991,1985,OUT027,33,2.484840348142081,185,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRZ24,118.344,3115.944,14,0.082250143,7.535,2007,OUT017,11,1.2471065345194285,144,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDT48,196.5084,3769.7596,0,0.046026479,4.92,1999,OUT049,19,0.697870187554826,956,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRG11,108.9596,1186.4556,7,0.0,6.385,1997,OUT046,21,0.0,52,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDE58,118.3124,1540.6612,13,0.052149675,18.5,1999,OUT049,19,0.7907123087380467,355,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRA12,142.3154,2552.6772,14,0.040911824,11.6,1987,OUT013,31,0.6203199312311078,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDP60,102.0016,1619.2256,0,0.056235142,17.35,2007,OUT017,11,0.8526576428910035,774,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT10,60.9562,829.5868,13,0.062170334,16.7,2002,OUT045,16,0.9426491791589396,924,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDE05,147.7102,1166.4816,5,0.032427039,10.895,1987,OUT013,31,0.4916705400988343,320,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC32,91.4462,1665.8316,6,0.099309997,18.35,2002,OUT045,16,1.5057742355755521,255,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDJ22,193.6504,2876.256,13,0.05310896,18.75,2007,OUT017,11,0.8052573362399011,520,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCH18,246.1802,2702.4822,9,0.044843161,9.3,2009,OUT018,9,0.679928290356976,1335,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
DRE37,189.4872,189.0872,14,0.164966345,12.792854228644991,1985,OUT019,33,2.5012796248303966,33,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
DRC13,124.873,2956.152,14,0.032435437,8.26,2004,OUT035,14,0.4917978736242835,10,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
FDG47,260.3252,8132.0812,15,0.06961884,12.8,1997,OUT046,21,1.0555861318035955,422,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDY55,258.3988,1541.9928,6,0.08165147,16.75,2009,OUT018,9,1.2380292371056072,1210,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCW29,131.831,3635.268,8,0.028723187,12.792854228644991,1985,OUT027,33,0.43551139114643855,1523,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCT05,255.6672,4346.3424,8,0.020994339,10.895,2002,OUT045,16,0.31832379130108124,1489,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDN50,93.712,466.06,3,0.026561057,16.85,1999,OUT049,19,0.40272839098216534,684,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDU60,169.6132,169.1132,0,0.100262068,20.0,1998,OUT010,20,1.5202098817898868,1016,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDX02,225.0404,5851.0504,4,0.057012606,16.0,1987,OUT013,31,0.8644458343687206,1118,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDL34,141.2496,2681.8424,13,0.041009558,16.0,1999,OUT049,19,0.6218018096278995,601,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRF27,152.234,3828.35,4,0.028578012,8.93,2007,OUT017,11,0.43331019508105467,43,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDZ35,101.699,2373.577,1,0.0,9.6,1999,OUT049,19,0.0,1242,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRF03,39.7138,1096.5726,4,0.045088724,12.792854228644991,1985,OUT027,33,0.6836516057308616,38,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
NCO41,96.9384,2167.8448,8,0.018757586,12.792854228644991,1985,OUT027,33,0.2844093301139932,1431,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDQ59,85.8908,1845.5976,1,0.056500895,9.8,2002,OUT045,16,0.8566870863762038,818,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCZ53,186.6214,1884.214,8,0.024576875,9.6,2009,OUT018,9,0.3726435030096809,1557,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDZ33,146.4076,147.8076,13,0.188038372,12.792854228644991,1985,OUT019,33,2.8511060760294993,1240,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDD34,161.421,3425.541,13,0.015908485,7.945,2002,OUT045,16,0.2412102261974707,298,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCM06,156.0656,1853.5872,9,0.075845634,7.475,1999,OUT049,19,1.1499990434809206,1390,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDY43,169.7474,673.7896,6,0.098803088,14.85,2009,OUT018,9,1.498088297250719,1200,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRM23,173.9422,172.4422,7,0.227189581,16.6,1998,OUT010,20,3.4447309233229055,123,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDT20,39.2164,540.6296,6,0.041459804,10.5,1999,OUT049,19,0.6286286029714836,932,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDG46,113.5518,2732.4432,13,0.032882271,8.63,1987,OUT013,31,0.49857293298491534,421,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDH10,193.8478,1162.4868,13,0.049583899,21.0,2007,OUT017,11,0.751809081351401,436,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDF24,82.7934,1228.401,0,0.02536567,15.5,2004,OUT035,14,0.38460349922386683,371,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDG57,48.2034,874.8612,6,0.07229836,14.7,1997,OUT046,21,1.096213987020522,427,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
